iso2,inst_id,display_name,year,works_count,country_rank
PL,I686019,AGH University of Krakow,2023,5491,3
PL,I4654613,University of Warsaw,2023,5475,4
PL,I59411706,Adam Mickiewicz University in Poznań,2023,3606,5
PL,I108403487,Warsaw University of Technology,2023,2791,6
PL,I119004910,Silesian University of Technology,2023,2723,7
PL,I34250744,University of Łódź,2023,2628,8
PL,I3019271933,Nicolaus Copernicus University,2023,2572,9
PL,I268303160,Medical University of Warsaw,2023,2557,10
PL,I11923345,Wrocław University of Science and Technology,2023,2343,11
PL,I864159182,University of Silesia in Katowice,2023,2219,12
PL,I40413290,University of Gdańsk,2023,2107,13
PL,I219388962,University of Wrocław,2023,2037,14
PL,I166182418,Medical University of Silesia,2023,1948,15
CZ,I21250087,Charles University,2018,5860,1
CZ,I21449261,Masaryk University,2018,2537,2
CZ,I44504214,Czech Technical University in Prague,2018,2411,3
CZ,I202391551,Czech Academy of Sciences,2018,1800,4
CZ,I60587646,Brno University of Technology,2018,1733,5
CZ,I70703428,Palacký University Olomouc,2018,1720,6
CZ,I4210122644,FZU ‒ Institute of Physics of the Academy of Sciences of the Czech Republic,2018,1312,7
CZ,I142208455,VSB - Technical University of Ostrava,2018,1060,8
CZ,I1294671590,Centre National de la Recherche Scientifique,2018,1015,9
CZ,I205984670,Czech University of Life Sciences Prague,2018,972,10
CZ,I9073902,"University of Chemistry and Technology, Prague",2018,824,11
CZ,I3124161356,University of South Bohemia in České Budějovice,2018,821,12
CZ,I92715842,University of West Bohemia in Pilsen,2018,730,13
CZ,I1310815967,Central European Institute of Technology,2018,680,14
CZ,I56081889,Mendel University in Brno,2018,597,15
CZ,I21250087,Charles University,2023,7793,1
CZ,I21449261,Masaryk University,2023,3479,2
CZ,I44504214,Czech Technical University in Prague,2023,2747,3
CZ,I202391551,Czech Academy of Sciences,2023,2180,4
CZ,I70703428,Palacký University Olomouc,2023,2043,5
CZ,I60587646,Brno University of Technology,2023,1899,6
CZ,I205984670,Czech University of Life Sciences Prague,2023,1678,7
CZ,I4210122644,FZU ‒ Institute of Physics of the Academy of Sciences of the Czech Republic,2023,1649,8
CZ,I1294671590,Centre National de la Recherche Scientifique,2023,1533,9
CZ,I142208455,VSB - Technical University of Ostrava,2023,1351,10
CZ,I9073902,"University of Chemistry and Technology, Prague",2023,1106,11
CZ,I3124161356,University of South Bohemia in České Budějovice,2023,1046,12
CZ,I56081889,Mendel University in Brno,2023,990,13
CZ,I19820366,Chinese Academy of Sciences,2023,928,14
CZ,I187293425,University of Ostrava,2023,793,15
EE,I56085075,University of Tartu,2018,1914,1
EE,I111112146,Tallinn University of Technology,2018,968,2
EE,I924572780,Praxis,2018,587,3
EE,I133731052,University of Helsinki,2018,413,4
EE,I193629610,Tallinn University,2018,349,5
EE,I19409027,Estonian University of Life Sciences,2018,326,6
EE,I31528381,National Institute of Chemical Physics and Biophysics,2018,272,7
EE,I1294671590,Centre National de la Recherche Scientifique,2018,255,8
EE,I47508984,Imperial College London,2018,209,9
EE,I36234482,University of Bristol,2018,181,10
EE,I159176309,Universität Hamburg,2018,180,11
EE,I145311948,Johns Hopkins University,2018,179,12
EE,I173212132,Vilnius University,2018,177,13
EE,I21250087,Charles University,2018,176,14
EE,I2802241215,Tartu University Hospital,2018,174,15
EE,I56085075,University of Tartu,2023,2772,1
EE,I111112146,Tallinn University of Technology,2023,1409,2
EE,I924572780,Praxis,2023,628,3
EE,I193629610,Tallinn University,2023,535,4
EE,I19409027,Estonian University of Life Sciences,2023,478,5
EE,I133731052,University of Helsinki,2023,311,6
EE,I1294671590,Centre National de la Recherche Scientifique,2023,252,7
EE,I31528381,National Institute of Chemical Physics and Biophysics,2023,247,8
EE,I2802241215,Tartu University Hospital,2023,200,9
EE,I4210093416,Ministry of Agriculture,2023,188,10
EE,I173212132,Vilnius University,2023,150,11
EE,I159176309,Universität Hamburg,2023,149,12
EE,I28166907,Karolinska Institutet,2023,146,13
EE,I91123046,University of Latvia,2023,142,14
EE,I202697423,University of Zurich,2023,131,15
MT,I197854408,University of Malta,2018,1003,1
MT,I2801220772,Mater Dei Hospital,2018,229,2
MT,I4210127577,Middlesex University,2018,72,3
MT,I4210124742,Primary HealthCare,2018,71,4
MT,I4210165689,St. Luke's Hospital,2018,56,5
MT,I4210134505,Primary Health Care,2018,38,6
MT,I4210134722,Ministry for Health,2018,38,7
MT,I79510175,Cardiff University,2018,38,8
MT,I98704320,Icahn School of Medicine at Mount Sinai,2018,37,9
MT,I4210124908,"Malta College of Arts, Science and Technology",2018,36,10
MT,I1320796813,Mount Sinai Health System,2018,35,11
MT,I2799405328,Heritage Malta,2018,32,12
MT,I1294671590,Centre National de la Recherche Scientifique,2018,27,13
MT,I60488453,Middlesex University,2018,25,14
MT,I124055696,University of Copenhagen,2018,24,15
MT,I197854408,University of Malta,2023,1462,1
MT,I2801220772,Mater Dei Hospital,2023,255,2
MT,I4210124742,Primary HealthCare,2023,160,3
MT,I4210124908,"Malta College of Arts, Science and Technology",2023,133,4
MT,I2799405328,Heritage Malta,2023,76,5
MT,I4210134505,Primary Health Care,2023,58,6
MT,I4210134722,Ministry for Health,2023,50,7
MT,I1294671590,Centre National de la Recherche Scientifique,2023,48,8
MT,I4210127577,Middlesex University,2023,48,9
MT,I98677209,University of Edinburgh,2023,44,10
MT,I40120149,University of Oxford,2023,41,11
MT,I96673099,Technical University of Denmark,2023,40,12
MT,I169381384,University of Groningen,2023,37,13
MT,I45129253,University College London,2023,37,14
MT,I124055696,University of Copenhagen,2023,36,15
GE,I102808428,Tbilisi State University,2018,772,1
GE,I131762061,Georgian Technical University,2018,284,2
GE,I1294671590,Centre National de la Recherche Scientifique,2018,252,3
GE,I183003952,Ilia State University,2018,248,4
GE,I19880235,Lomonosov Moscow State University,2018,246,5
GE,I32699454,Joint Institute for Nuclear Research,2018,246,6
GE,I21250087,Charles University,2018,240,7
GE,I2738703131,Commissariat à l'Énergie Atomique et aux Énergies Alternatives,2018,240,8
GE,I4210130434,Petersburg Nuclear Physics Institute,2018,239,9
GE,I135310074,University of Wisconsin–Madison,2018,238,10
GE,I4068193,University of Belgrade,2018,238,11
GE,I200777214,National and Kapodistrian University of Athens,2018,237,12
GE,I4210128565,CEA Paris-Saclay,2018,237,13
GE,I4210108560,"Istituto Nazionale di Fisica Nucleare, Sezione di Napoli",2018,236,14
GE,I4210109533,"Istituto Nazionale di Fisica Nucleare, Sezione di Pavia",2018,236,15
GE,I102808428,Tbilisi State University,2023,874,1
GE,I183003952,Ilia State University,2023,662,2
GE,I131762061,Georgian Technical University,2023,501,3
GE,I7848551,Tbilisi State Medical University,2023,460,4
GE,I12153360,Batumi Shota Rustaveli State University,2023,246,5
GE,I2802466663,State Museum of Natural History Karlsruhe,2023,225,6
GE,I59807684,Akaki Tsereteli State University,2023,223,7
GE,I1294671590,Centre National de la Recherche Scientifique,2023,213,8
GE,I200777214,National and Kapodistrian University of Athens,2023,195,9
GE,I21250087,Charles University,2023,184,10
GE,I4068193,University of Belgrade,2023,183,11
GE,I4210108110,Mohamed I University,2023,178,12
GE,I277688954,Université Paris-Saclay,2023,176,13
GE,I63634437,Universidad Autónoma de Madrid,2023,175,14
GE,I2738703131,Commissariat à l'Énergie Atomique et aux Énergies Alternatives,2023,173,15
TR,I67581229,Istanbul University,2018,3223,1
TR,I66514158,Hacettepe University,2018,3185,2
TR,I149218525,Ankara University,2018,3071,3
TR,I4210128276,Sağlık Bilimleri Üniversitesi,2018,2994,4
TR,I95634034,Gazi University,2018,2430,5
TR,I48912391,Istanbul Technical University,2018,2352,6
TR,I41641357,Ege University,2018,2244,7
TR,I74897591,Marmara University,2018,2145,8
TR,I201799495,Middle East Technical University,2018,2063,9
TR,I193615760,Dokuz Eylül University,2018,1818,10
TR,I55931168,Cukurova University,2018,1684,11
TR,I64134780,Atatürk University,2018,1673,12
TR,I137996928,Selçuk University,2018,1513,13
TR,I103703290,Sakarya University,2018,1501,14
TR,I131835042,Bursa Uludağ Üni̇versi̇tesi̇,2018,1438,15
TR,I4210128276,Sağlık Bilimleri Üniversitesi,2023,7665,1
TR,I66514158,Hacettepe University,2023,4779,2
TR,I149218525,Ankara University,2023,4503,3
TR,I67581229,Istanbul University,2023,4371,4
TR,I48912391,Istanbul Technical University,2023,3633,5
TR,I64134780,Atatürk University,2023,3415,6
TR,I74897591,Marmara University,2023,3324,7
TR,I41641357,Ege University,2023,3291,8
TR,I95634034,Gazi University,2023,3254,9
TR,I4210112471,Istanbul University-Cerrahpaşa,2023,2809,10
TR,I137996928,Selçuk University,2023,2661,11
TR,I103703290,Sakarya University,2023,2625,12
TR,I193615760,Dokuz Eylül University,2023,2533,13
TR,I4101805,Yıldız Technical University,2023,2435,14
TR,I55931168,Cukurova University,2023,2410,15
RU,I19880235,Lomonosov Moscow State University,2018,9047,1
RU,I1313323035,Russian Academy of Sciences,2018,6242,2
RU,I172901346,St Petersburg University,2018,4592,3
RU,I196355604,National Research Tomsk State University,2018,3950,4
RU,I118501908,National Research University Higher School of Economics,2018,3650,5
RU,I188973947,Novosibirsk State University,2018,3116,6
RU,I130823665,Ural Federal University,2018,3055,7
RU,I21203515,Kazan Federal University,2018,2710,8
RU,I173089394,ITMO University,2018,2569,9
RU,I887846188,National Research Nuclear University MEPhI,2018,2554,10
RU,I17877952,Sechenov University,2018,2434,11
RU,I153845743,Moscow Institute of Physics and Technology,2018,2417,12
RU,I126527374,Peoples' Friendship University of Russia,2018,2181,13
RU,I4210127387,Siberian Branch of the Russian Academy of Sciences,2018,2084,14
RU,I4210117042,Ministry of Health of the Russian Federation,2018,2025,15
RU,I19880235,Lomonosov Moscow State University,2023,11441,1
RU,I1313323035,Russian Academy of Sciences,2023,9498,2
RU,I172901346,St Petersburg University,2023,5272,3
RU,I118501908,National Research University Higher School of Economics,2023,4165,4
RU,I17877952,Sechenov University,2023,4004,5
RU,I126527374,Peoples' Friendship University of Russia,2023,3736,6
RU,I4210150146,Moscow State University,2023,3731,7
RU,I130823665,Ural Federal University,2023,3290,8
RU,I4210117042,Ministry of Health of the Russian Federation,2023,3263,9
RU,I21203515,Kazan Federal University,2023,2881,10
RU,I196355604,National Research Tomsk State University,2023,2865,11
RU,I153845743,Moscow Institute of Physics and Technology,2023,2584,12
RU,I4210127387,Siberian Branch of the Russian Academy of Sciences,2023,2276,13
RU,I188973947,Novosibirsk State University,2023,2202,14
RU,I337778094,Pirogov Russian National Research Medical University,2023,2141,15
CN,I19820366,Chinese Academy of Sciences,2018,44522,1
CN,I4210165038,University of Chinese Academy of Sciences,2018,22680,2
CN,I99065089,Tsinghua University,2018,16654,3
CN,I183067930,Shanghai Jiao Tong University,2018,15713,4
CN,I20231570,Peking University,2018,15178,5
CN,I76130692,Zhejiang University,2018,13464,6
CN,I157773358,Sun Yat-sen University,2018,12832,7
CN,I47720641,Huazhong University of Science and Technology,2018,11408,8
CN,I204983213,Harbin Institute of Technology,2018,10154,9
CN,I24185976,Sichuan University,2018,10098,10
CN,I139660479,Central South University,2018,9820,11
CN,I126520041,University of Science and Technology of China,2018,9189,12
CN,I87445476,Xi'an Jiaotong University,2018,9188,13
CN,I24943067,Fudan University,2018,9116,14
CN,I37461747,Wuhan University,2018,8718,15
CN,I19820366,Chinese Academy of Sciences,2023,69578,1
CN,I4210165038,University of Chinese Academy of Sciences,2023,36984,2
CN,I183067930,Shanghai Jiao Tong University,2023,28906,3
CN,I76130692,Zhejiang University,2023,28740,4
CN,I20231570,Peking University,2023,26982,5
CN,I99065089,Tsinghua University,2023,25069,6
CN,I157773358,Sun Yat-sen University,2023,24628,7
CN,I24185976,Sichuan University,2023,22227,8
CN,I139660479,Central South University,2023,21300,9
CN,I47720641,Huazhong University of Science and Technology,2023,20176,10
CN,I24943067,Fudan University,2023,18678,11
CN,I126520041,University of Science and Technology of China,2023,16756,12
CN,I37461747,Wuhan University,2023,16674,13
CN,I200296433,Chinese Academy of Medical Sciences & Peking Union Medical College,2023,16558,14
CN,I204983213,Harbin Institute of Technology,2023,16064,15
JP,I74801974,The University of Tokyo,2018,14920,1
JP,I22299242,Kyoto University,2018,11320,2
JP,I98285908,The University of Osaka,2018,8203,3
JP,I201537933,Tohoku University,2018,7759,4
JP,I135598925,Kyushu University,2018,6478,5
JP,I60134161,Nagoya University,2018,6351,6
JP,I205349734,Hokkaido University,2018,5332,7
JP,I114531698,Tokyo Institute of Technology,2018,4758,8
JP,I146399215,University of Tsukuba,2018,4658,9
JP,I203951103,Keio University,2018,4406,10
JP,I73613424,National Institute of Advanced Industrial Science and Technology,2018,3651,11
JP,I150744194,Waseda University,2018,3318,12
JP,I113306721,Hiroshima University,2018,3304,13
JP,I65837984,Kobe University,2018,3274,14
JP,I159385669,Chiba University,2018,2735,15
JP,I74801974,The University of Tokyo,2023,18186,1
JP,I22299242,Kyoto University,2023,11103,2
JP,I98285908,The University of Osaka,2023,8997,3
JP,I201537933,Tohoku University,2023,8800,4
JP,I60134161,Nagoya University,2023,6968,5
JP,I135598925,Kyushu University,2023,6855,6
JP,I114531698,Tokyo Institute of Technology,2023,6111,7
JP,I205349734,Hokkaido University,2023,6056,8
JP,I146399215,University of Tsukuba,2023,5279,9
JP,I203951103,Keio University,2023,4669,10
JP,I113306721,Hiroshima University,2023,4248,11
JP,I150744194,Waseda University,2023,3575,12
JP,I65837984,Kobe University,2023,3534,13
JP,I73613424,National Institute of Advanced Industrial Science and Technology,2023,3334,14
JP,I159385669,Chiba University,2023,3262,15
KR,I139264467,Seoul National University,2018,9935,1
KR,I193775966,Yonsei University,2018,7766,2
KR,I848706,Sungkyunkwan University,2018,6209,3
KR,I197347611,Korea University,2018,5412,4
KR,I157485424,Korea Advanced Institute of Science and Technology,2018,4602,5
KR,I4575257,Hanyang University,2018,4059,6
KR,I35928602,Kyung Hee University,2018,3611,7
KR,I31419693,Kyungpook National University,2018,3222,8
KR,I40542001,University of Ulsan,2018,3190,9
KR,I4921948,Pusan National University,2018,2883,10
KR,I2801680663,Asan Medical Center,2018,2543,11
KR,I2802835388,Seoul National University Hospital,2018,2533,12
KR,I87111246,Catholic University of Korea,2018,2500,13
KR,I116631150,Ulsan College,2018,2468,14
KR,I2802194831,Samsung Medical Center,2018,2360,15
KR,I139264467,Seoul National University,2023,11622,1
KR,I193775966,Yonsei University,2023,10804,2
KR,I848706,Sungkyunkwan University,2023,8118,3
KR,I197347611,Korea University,2023,6843,4
KR,I4575257,Hanyang University,2023,5236,5
KR,I157485424,Korea Advanced Institute of Science and Technology,2023,4989,6
KR,I35928602,Kyung Hee University,2023,4534,7
KR,I31419693,Kyungpook National University,2023,4037,8
KR,I40542001,University of Ulsan,2023,3797,9
KR,I4921948,Pusan National University,2023,3797,10
KR,I2802835388,Seoul National University Hospital,2023,3466,11
KR,I87111246,Catholic University of Korea,2023,3343,12
KR,I2802194831,Samsung Medical Center,2023,3107,13
KR,I67900169,Chung-Ang University,2023,3094,14
KR,I196345858,Chungnam National University,2023,3072,15
SG,I165932596,National University of Singapore,2018,11038,1
SG,I172675005,Nanyang Technological University,2018,8866,2
SG,I115228651,"Agency for Science, Technology and Research",2018,2151,3
SG,I4210126319,Duke-NUS Medical School,2018,1331,4
SG,I4210150261,National University Health System,2018,1159,5
SG,I2251586001,Singapore General Hospital,2018,1031,6
SG,I152815399,Singapore University of Technology and Design,2018,990,7
SG,I79891267,Singapore Management University,2018,861,8
SG,I4210146690,National University Hospital,2018,747,9
SG,I2802408685,Tan Tock Seng Hospital,2018,585,10
SG,I4210112252,KK Women's and Children's Hospital,2018,496,11
SG,I4210123095,Institute of Materials Research and Engineering,2018,477,12
SG,I19820366,Chinese Academy of Sciences,2018,469,13
SG,I4210137145,National Cancer Centre Singapore,2018,461,14
SG,I4210116917,Singapore Eye Research Institute,2018,413,15
SG,I165932596,National University of Singapore,2023,14341,1
SG,I172675005,Nanyang Technological University,2023,10351,2
SG,I115228651,"Agency for Science, Technology and Research",2023,3656,3
SG,I4210126319,Duke-NUS Medical School,2023,1869,4
SG,I4210150261,National University Health System,2023,1550,5
SG,I2251586001,Singapore General Hospital,2023,1393,6
SG,I4210146690,National University Hospital,2023,1269,7
SG,I152815399,Singapore University of Technology and Design,2023,1257,8
SG,I79891267,Singapore Management University,2023,1253,9
SG,I19820366,Chinese Academy of Sciences,2023,871,10
SG,I4210123095,Institute of Materials Research and Engineering,2023,793,11
SG,I76130692,Zhejiang University,2023,777,12
SG,I2802408685,Tan Tock Seng Hospital,2023,735,13
SG,I3004594783,Institute of High Performance Computing,2023,704,14
SG,I4210112252,KK Women's and Children's Hospital,2023,704,15
AU,I165779595,The University of Melbourne,2018,14481,1
AU,I129604602,The University of Sydney,2018,14192,2
AU,I31746571,UNSW Sydney,2018,12629,3
AU,I56590836,Monash University,2018,12257,4
AU,I165143802,The University of Queensland,2018,12076,5
AU,I5681781,The University of Adelaide,2018,6909,6
AU,I177877127,The University of Western Australia,2018,6723,7
AU,I118347636,Australian National University,2018,6654,8
AU,I114017466,University of Technology Sydney,2018,5490,9
AU,I149704539,Deakin University,2018,4955,10
AU,I205640436,Curtin University,2018,4891,11
AU,I160993911,Queensland University of Technology,2018,4813,12
AU,I11701301,Griffith University,2018,4767,13
AU,I99043593,Macquarie University,2018,4734,14
AU,I63525965,Western Sydney University,2018,3946,15
AU,I165779595,The University of Melbourne,2023,17656,1
AU,I129604602,The University of Sydney,2023,17041,2
AU,I56590836,Monash University,2023,15340,3
AU,I31746571,UNSW Sydney,2023,13980,4
AU,I165143802,The University of Queensland,2023,13700,5
AU,I177877127,The University of Western Australia,2023,7293,6
AU,I5681781,The University of Adelaide,2023,7041,7
AU,I118347636,Australian National University,2023,7002,8
AU,I114017466,University of Technology Sydney,2023,6498,9
AU,I149704539,Deakin University,2023,6127,10
AU,I11701301,Griffith University,2023,5390,11
AU,I160993911,Queensland University of Technology,2023,5149,12
AU,I99043593,Macquarie University,2023,5087,13
AU,I205640436,Curtin University,2023,5000,14
AU,I82951845,RMIT University,2023,4803,15
NZ,I154130895,University of Auckland,2018,5906,1
NZ,I80281795,University of Otago,2018,3781,2
NZ,I41156924,Victoria University of Wellington,2018,2511,3
NZ,I51158804,Massey University,2018,2018,4
NZ,I185492890,University of Canterbury,2018,1900,5
NZ,I39854758,Auckland University of Technology,2018,1774,6
NZ,I52179390,University of Waikato,2018,1168,7
NZ,I184746854,Lincoln University,2018,605,8
NZ,I2801418622,Auckland City Hospital,2018,514,9
NZ,I165779595,The University of Melbourne,2018,506,10
NZ,I41125697,AgResearch,2018,445,11
NZ,I45935490,National Institute of Water and Atmospheric Research,2018,439,12
NZ,I1320288732,Plant & Food Research,2018,438,13
NZ,I1294671590,Centre National de la Recherche Scientifique,2018,432,14
NZ,I165143802,The University of Queensland,2018,410,15
NZ,I154130895,University of Auckland,2023,6748,1
NZ,I80281795,University of Otago,2023,4026,2
NZ,I41156924,Victoria University of Wellington,2023,2551,3
NZ,I185492890,University of Canterbury,2023,2338,4
NZ,I51158804,Massey University,2023,2227,5
NZ,I39854758,Auckland University of Technology,2023,2079,6
NZ,I52179390,University of Waikato,2023,1511,7
NZ,I165779595,The University of Melbourne,2023,690,8
NZ,I129604602,The University of Sydney,2023,555,9
NZ,I184746854,Lincoln University,2023,553,10
NZ,I2801418622,Auckland City Hospital,2023,548,11
NZ,I45935490,National Institute of Water and Atmospheric Research,2023,533,12
NZ,I56590836,Monash University,2023,529,13
NZ,I165143802,The University of Queensland,2023,472,14
NZ,I11886867,GNS Science,2023,441,15
MY,I33849332,University of Malaya,2018,4876,1
MY,I82724352,Universiti Teknologi MARA,2018,4363,2
MY,I4576418,University of Technology Malaysia,2018,4350,3
MY,I885383172,National University of Malaysia,2018,4263,4
MY,I130343225,Universiti Putra Malaysia,2018,3943,5
MY,I139322472,Universiti Sains Malaysia,2018,3770,6
MY,I4164984,International Islamic University Malaysia,2018,2180,7
MY,I930072361,Tun Hussein Onn University of Malaysia,2018,1870,8
MY,I102913810,Universiti Malaysia Pahang Al-Sultan Abdullah,2018,1759,9
MY,I203899302,Universiti Teknologi Petronas,2018,1563,10
MY,I65079550,Universiti Malaysia Perlis,2018,1467,11
MY,I94625822,Northern University of Malaysia,2018,1306,12
MY,I161371597,Universiti of Malaysia Sabah,2018,984,13
MY,I32589535,Technical University of Malaysia Malacca,2018,938,14
MY,I51569856,Sultan Zainal Abidin University,2018,933,15
MY,I82724352,Universiti Teknologi MARA,2023,7846,1
MY,I885383172,National University of Malaysia,2023,6541,2
MY,I33849332,University of Malaya,2023,6310,3
MY,I139322472,Universiti Sains Malaysia,2023,5956,4
MY,I130343225,Universiti Putra Malaysia,2023,5485,5
MY,I4576418,University of Technology Malaysia,2023,5305,6
MY,I4164984,International Islamic University Malaysia,2023,2530,7
MY,I102913810,Universiti Malaysia Pahang Al-Sultan Abdullah,2023,2047,8
MY,I161371597,Universiti of Malaysia Sabah,2023,2006,9
MY,I930072361,Tun Hussein Onn University of Malaysia,2023,1958,10
MY,I157696592,Universiti Malaysia Terengganu,2023,1926,11
MY,I203899302,Universiti Teknologi Petronas,2023,1727,12
MY,I65079550,Universiti Malaysia Perlis,2023,1725,13
MY,I143923087,Sultan Idris Education University,2023,1697,14
MY,I84339108,Sunway University,2023,1592,15
ID,I29617571,University of Indonesia,2018,6674,1
ID,I11855966,Diponegoro University,2018,4796,2
ID,I165230279,Universitas Gadjah Mada,2018,4715,3
ID,I119896790,Sebelas Maret University,2018,4359,4
ID,I254887060,Universitas Sumatera Utara,2018,3732,5
ID,I91819753,Padjadjaran University,2018,3607,6
ID,I205133468,Airlangga University,2018,3480,7
ID,I177055848,University of Brawijaya,2018,3458,8
ID,I862893732,Telkom University,2018,3384,9
ID,I21881038,IPB University,2018,3290,10
ID,I126826664,Udayana University,2018,3112,11
ID,I134635517,Bandung Institute of Technology,2018,3047,12
ID,I187494767,Universitas Syiah Kuala,2018,2853,13
ID,I245308123,State University of Padang,2018,2798,14
ID,I4210150789,Universitas Muhammadiyah Tapanuli Selatan,2018,2738,15
ID,I4210148414,Institut Agama Islam Negeri Bengkulu,2023,10060,1
ID,I29617571,University of Indonesia,2023,9643,2
ID,I245308123,State University of Padang,2023,7488,3
ID,I165230279,Universitas Gadjah Mada,2023,7199,4
ID,I205133468,Airlangga University,2023,7194,5
ID,I130218214,Indonesia University of Education,2023,6796,6
ID,I4210137904,Universitas Islam Negeri Sumatera Utara,2023,6555,7
ID,I4387154144,National Research and Innovation Agency,2023,6516,8
ID,I119896790,Sebelas Maret University,2023,6467,9
ID,I177055848,University of Brawijaya,2023,6426,10
ID,I91819753,Padjadjaran University,2023,6329,11
ID,I102893293,State University of Malang,2023,6272,12
ID,I11855966,Diponegoro University,2023,5792,13
ID,I134635517,Bandung Institute of Technology,2023,5690,14
ID,I4210116728,Universitas Patria Artha,2023,5553,15
TH,I25399158,Mahidol University,2018,3309,1
TH,I158708052,Chulalongkorn University,2018,3059,2
TH,I48076826,Chiang Mai University,2018,1966,3
TH,I198105771,Kasetsart University,2018,1471,4
TH,I179193067,Khon Kaen University,2018,1433,5
TH,I131868736,Prince of Songkla University,2018,1295,6
TH,I108108428,Thammasat University,2018,1099,7
TH,I91538806,King Mongkut's Institute of Technology Ladkrabang,2018,1066,8
TH,I1332387789,Siriraj Hospital,2018,834,9
TH,I60837268,King Mongkut's University of Technology Thonburi,2018,754,10
TH,I82828225,King Mongkut's University of Technology North Bangkok,2018,657,11
TH,I4210140007,Ramathibodi Hospital,2018,566,12
TH,I66200439,Naresuan University,2018,548,13
TH,I82475049,Suranaree University of Technology,2018,469,14
TH,I1332092204,National Science and Technology Development Agency,2018,453,15
TH,I25399158,Mahidol University,2023,4780,1
TH,I158708052,Chulalongkorn University,2023,4647,2
TH,I48076826,Chiang Mai University,2023,3055,3
TH,I179193067,Khon Kaen University,2023,2141,4
TH,I131868736,Prince of Songkla University,2023,2086,5
TH,I198105771,Kasetsart University,2023,2032,6
TH,I108108428,Thammasat University,2023,1789,7
TH,I1332387789,Siriraj Hospital,2023,1345,8
TH,I91538806,King Mongkut's Institute of Technology Ladkrabang,2023,1225,9
TH,I82828225,King Mongkut's University of Technology North Bangkok,2023,1203,10
TH,I60837268,King Mongkut's University of Technology Thonburi,2023,1150,11
TH,I1332092204,National Science and Technology Development Agency,2023,983,12
TH,I82475049,Suranaree University of Technology,2023,888,13
TH,I4210140007,Ramathibodi Hospital,2023,885,14
TH,I2802209374,King Chulalongkorn Memorial Hospital,2023,786,15
VN,I141445968,Ton Duc Thang University,2018,1643,1
VN,I70349855,Vietnam Academy of Science and Technology,2018,1165,2
VN,I123565023,Vietnam National University Ho Chi Minh City,2018,874,3
VN,I94518387,Hanoi University of Science and Technology,2018,762,4
VN,I170238339,Duy Tan University,2018,651,5
VN,I47265099,Ho Chi Minh City University of Technology,2018,531,6
VN,I177233841,"Vietnam National University, Hanoi",2018,441,7
VN,I67868205,VNU University of Science,2018,432,8
VN,I4210095101,Hue University,2018,379,9
VN,I177733328,Can Tho University,2018,341,10
VN,I4210095633,General Department of Preventive Medicine,2018,331,11
VN,I3129492623,University of Da Nang,2018,322,12
VN,I4210115718,Thai Nguyen University,2018,316,13
VN,I23582244,Ho Chi Minh City University of Science,2018,315,14
VN,I1294671590,Centre National de la Recherche Scientifique,2018,261,15
VN,I123565023,Vietnam National University Ho Chi Minh City,2023,3228,1
VN,I70349855,Vietnam Academy of Science and Technology,2023,1909,2
VN,I47265099,Ho Chi Minh City University of Technology,2023,1770,3
VN,I94518387,Hanoi University of Science and Technology,2023,1735,4
VN,I177233841,"Vietnam National University, Hanoi",2023,1351,5
VN,I177733328,Can Tho University,2023,1334,6
VN,I170238339,Duy Tan University,2023,1057,7
VN,I3129492623,University of Da Nang,2023,820,8
VN,I4210095101,Hue University,2023,817,9
VN,I181727666,University of Economics Ho Chi Minh City,2023,810,10
VN,I3020192730,Trường ĐH Nguyễn Tất Thành,2023,799,11
VN,I4210115718,Thai Nguyen University,2023,740,12
VN,I141445968,Ton Duc Thang University,2023,724,13
VN,I202539009,Industrial University of Ho Chi Minh City,2023,716,14
VN,I23582244,Ho Chi Minh City University of Science,2023,696,15
IN,I876193797,Vellore Institute of Technology University,2018,3829,1
IN,I59270414,Indian Institute of Science Bangalore,2018,3414,2
IN,I68891433,Indian Institute of Technology Delhi,2018,3346,3
IN,I24676775,Indian Institute of Technology Madras,2018,3318,4
IN,I145894827,Indian Institute of Technology Kharagpur,2018,3192,5
IN,I162827531,Indian Institute of Technology Bombay,2018,3173,6
IN,I63739035,All India Institute of Medical Sciences,2018,3111,7
IN,I110166357,University of Delhi,2018,2968,8
IN,I91357014,Banaras Hindu University,2018,2904,9
IN,I45294948,Post Graduate Institute of Medical Education and Research,2018,2619,10
IN,I164861460,Manipal Academy of Higher Education,2018,2436,11
IN,I154851008,Indian Institute of Technology Roorkee,2018,2329,12
IN,I51317819,Institute of Medical Sciences,2018,2294,13
IN,I170979836,Jadavpur University,2018,2173,14
IN,I94234084,Indian Institute of Technology Kanpur,2018,2145,15
IN,I876193797,Vellore Institute of Technology University,2023,8096,1
IN,I85461943,Saveetha University,2023,7633,2
IN,I145286018,SRM Institute of Science and Technology,2023,6753,3
IN,I63739035,All India Institute of Medical Sciences,2023,6274,4
IN,I101407740,Chandigarh University,2023,5643,5
IN,I110166357,University of Delhi,2023,5317,6
IN,I91357014,Banaras Hindu University,2023,5290,7
IN,I68891433,Indian Institute of Technology Delhi,2023,5059,8
IN,I110360157,Lovely Professional University,2023,4637,9
IN,I145894827,Indian Institute of Technology Kharagpur,2023,4455,10
IN,I164861460,Manipal Academy of Higher Education,2023,4443,11
IN,I60054993,Graphic Era University,2023,4387,12
IN,I99364266,Academy of Scientific and Innovative Research,2023,4315,13
